host_time_iso,device_tick_ms,ch0_pF,ch1_pF,ch2_pF,ch3_pF
2026-07-15T10:39:28.891,118797,31.0675,0.1961,0.3309,0.3076
2026-07-15T10:39:29.044,118950,30.5794,0.2788,0.3304,0.2244
2026-07-15T10:39:29.196,119103,17.9699,0.2724,0.3213,0.297
2026-07-15T10:39:29.350,119256,33.5208,0.1924,0.3318,0.3053
2026-07-15T10:39:29.503,119409,30.238,0.2765,0.329,0.2212
2026-07-15T10:39:29.656,119562,29.1883,0.2692,0.2472,0.3066
2026-07-15T10:39:29.808,119715,30.7289,0.1924,0.3281,0.2993
2026-07-15T10:39:29.962,119868,31.2567,0.282,0.3204,0.2162
2026-07-15T10:39:30.115,120021,31.2745,0.218,0.2472,0.3053
2026-07-15T10:39:30.268,120174,31.3326,0.1915,0.3286,0.2779
2026-07-15T10:39:30.420,120327,31.3911,0.2815,0.2939,0.3057
2026-07-15T10:39:30.573,120480,31.3741,0.2226,0.3245,0.3002
2026-07-15T10:39:30.727,120633,31.2951,0.1919,0.3286,0.2523
2026-07-15T10:39:30.880,120786,31.3938,0.2824,0.2815,0.2975
2026-07-15T10:39:31.032,120939,31.3156,0.2093,0.3245,0.308
2026-07-15T10:39:31.186,121092,31.3709,0.1979,0.3286,0.2372
2026-07-15T10:39:31.338,121245,31.4674,0.2852,0.2637,0.2989
2026-07-15T10:39:31.492,121398,31.5368,0.202,0.3258,0.3071
2026-07-15T10:39:31.644,121551,31.525,0.1929,0.3322,0.2276
2026-07-15T10:39:31.798,121704,31.5615,0.2824,0.2559,0.3076
2026-07-15T10:39:31.951,121857,31.3298,0.2015,0.3236,0.3057
2026-07-15T10:39:32.103,122010,31.2722,0.1933,0.33,0.2258
2026-07-15T10:39:32.257,122163,31.2498,0.2838,0.2518,0.3062
2026-07-15T10:39:32.409,122316,31.2101,0.1988,0.3245,0.3062
2026-07-15T10:39:32.563,122469,31.0309,0.2034,0.33,0.2216
2026-07-15T10:39:32.715,122622,31.2023,0.2673,0.2513,0.3057
2026-07-15T10:39:32.869,122775,31.344,0.1965,0.3295,0.3098
2026-07-15T10:39:33.022,122928,31.3298,0.2066,0.3277,0.2216
2026-07-15T10:39:33.175,123081,31.4043,0.2445,0.2472,0.3057
2026-07-15T10:39:33.328,123234,31.307,0.1901,0.3281,0.2952
2026-07-15T10:39:33.480,123387,31.3572,0.2811,0.3213,0.2216
2026-07-15T10:39:33.633,123540,31.5483,0.2258,0.2504,0.303
2026-07-15T10:39:33.787,123693,31.3586,0.1924,0.3318,0.2783
2026-07-15T10:39:33.940,123846,31.4756,0.2811,0.2989,0.3039
2026-07-15T10:39:34.092,123999,31.4107,0.2111,0.3263,0.3034
2026-07-15T10:39:34.245,124152,31.3207,0.1919,0.33,0.2509
2026-07-15T10:39:34.398,124305,31.4957,0.2783,0.2797,0.2989
2026-07-15T10:39:34.552,124458,31.5583,0.2107,0.3258,0.3076
2026-07-15T10:39:34.705,124611,31.3988,0.1942,0.3286,0.2358
2026-07-15T10:39:34.858,124764,31.376,0.2801,0.2632,0.3034
2026-07-15T10:39:35.011,124917,31.381,0.2038,0.3272,0.3053
2026-07-15T10:39:35.164,125070,31.4061,0.197,0.3304,0.2308
2026-07-15T10:39:35.317,125223,16.6898,0.2737,0.3249,0.2966
2026-07-15T10:39:35.470,125376,19.9744,0.2664,0.324,0.2961
2026-07-15T10:39:35.623,125529,19.9405,0.2737,0.324,0.2952
2026-07-15T10:39:35.775,125682,17.9462,0.2696,0.3213,0.2948
2026-07-15T10:39:35.928,125835,17.9421,0.2728,0.3213,0.2952
2026-07-15T10:39:36.082,125988,17.9009,0.2701,0.3254,0.297
2026-07-15T10:39:36.234,126141,18.0106,0.2719,0.3222,0.3007
2026-07-15T10:39:36.387,126294,17.9352,0.2724,0.3199,0.298
2026-07-15T10:39:36.540,126447,17.9764,0.2715,0.3194,0.2961
2026-07-15T10:39:36.694,126600,17.9343,0.2724,0.3213,0.2961
2026-07-15T10:39:36.847,126753,17.9919,0.2715,0.3217,0.2998
2026-07-15T10:39:36.999,126906,17.9782,0.271,0.3204,0.2961
2026-07-15T10:39:37.153,127059,17.9672,0.2683,0.3226,0.2989
2026-07-15T10:39:37.305,127212,18.0422,0.2673,0.3185,0.2975
2026-07-15T10:39:37.458,127365,17.9649,0.2724,0.3226,0.2934
2026-07-15T10:39:37.612,127518,18.0042,0.2724,0.3231,0.2966
2026-07-15T10:39:37.764,127671,17.9375,0.2742,0.3217,0.2975
2026-07-15T10:39:37.917,127824,17.9407,0.2724,0.3263,0.2957
2026-07-15T10:39:38.071,127977,17.9439,0.2719,0.3263,0.2961
2026-07-15T10:39:38.223,128130,18.0234,0.2724,0.3213,0.3007
2026-07-15T10:39:38.376,128283,18.3136,0.2728,0.3153,0.2957
2026-07-15T10:39:38.530,128436,33.6003,0.2047,0.3281,0.3094
2026-07-15T10:39:38.682,128589,31.4016,0.1942,0.3341,0.2308
2026-07-15T10:39:38.836,128742,31.3613,0.2829,0.2573,0.3034
2026-07-15T10:39:38.988,128895,31.317,0.2025,0.3277,0.3021
2026-07-15T10:39:39.141,129048,31.3655,0.1956,0.33,0.2258
2026-07-15T10:39:39.294,129201,31.3376,0.2783,0.2509,0.2998
2026-07-15T10:39:39.447,129354,16.0925,0.2733,0.3263,0.2961
2026-07-15T10:39:39.600,129507,19.6142,0.2705,0.3185,0.2939
2026-07-15T10:39:39.753,129660,19.5471,0.2751,0.3226,0.2989
2026-07-15T10:39:39.907,129813,19.1696,0.2655,0.3236,0.2966
2026-07-15T10:39:40.060,129966,18.315,0.2728,0.3208,0.2961
2026-07-15T10:39:40.212,130119,18.5974,0.2747,0.324,0.2957
2026-07-15T10:39:40.365,130272,20.2732,0.1965,0.329,0.2993
2026-07-15T10:39:40.519,130425,33.6016,0.2788,0.3194,0.2235
2026-07-15T10:39:40.671,130578,31.3746,0.223,0.2486,0.3066
2026-07-15T10:39:40.824,130731,31.4368,0.1929,0.3277,0.282
2026-07-15T10:39:40.977,130884,31.3874,0.2792,0.3048,0.2235
2026-07-15T10:39:41.130,131037,31.3092,0.2143,0.2509,0.3025
2026-07-15T10:39:41.283,131190,17.5467,0.2107,0.3222,0.2998
2026-07-15T10:39:41.436,131343,20.2248,0.2719,0.3226,0.2998
2026-07-15T10:39:41.589,131496,20.1974,0.2683,0.3249,0.3002
2026-07-15T10:39:41.742,131649,20.1014,0.2664,0.3254,0.2989
2026-07-15T10:39:41.895,131802,18.9799,0.2719,0.3231,0.2957
2026-07-15T10:39:42.048,131955,18.2181,0.271,0.319,0.2989
2026-07-15T10:39:42.201,132108,18.0988,0.2692,0.319,0.2989
2026-07-15T10:39:42.354,132261,18.0933,0.2687,0.3226,0.2993
2026-07-15T10:39:42.507,132414,18.0646,0.2715,0.3226,0.2975
2026-07-15T10:39:42.660,132567,18.0956,0.2705,0.3236,0.2897
2026-07-15T10:39:42.813,132720,18.2021,0.2719,0.3254,0.298
2026-07-15T10:39:42.966,132873,18.1363,0.2719,0.3281,0.2993
2026-07-15T10:39:43.119,133026,18.0956,0.2719,0.3254,0.297
2026-07-15T10:39:43.272,133179,18.1043,0.2719,0.3245,0.2961
2026-07-15T10:39:43.425,133332,18.1121,0.2751,0.3208,0.3016
2026-07-15T10:39:43.578,133485,18.336,0.2724,0.3254,0.297
2026-07-15T10:39:43.731,133638,20.6004,0.2719,0.2513,0.2943
2026-07-15T10:39:43.884,133791,33.5422,0.1951,0.3309,0.3021
2026-07-15T10:39:44.037,133944,31.3783,0.2833,0.3245,0.2207
2026-07-15T10:39:44.190,134097,31.4491,0.2299,0.2477,0.3048
2026-07-15T10:39:44.343,134250,31.3426,0.1919,0.3327,0.282
2026-07-15T10:39:44.496,134403,31.4619,0.2833,0.3071,0.3002
2026-07-15T10:39:44.649,134556,31.3965,0.2171,0.2482,0.3062
2026-07-15T10:39:44.802,134709,31.3495,0.1901,0.3304,0.2605
2026-07-15T10:39:44.955,134862,31.3892,0.2824,0.2856,0.303
2026-07-15T10:39:45.108,135015,31.4569,0.2143,0.3295,0.3071
2026-07-15T10:39:45.261,135168,18.0393,0.1929,0.3254,0.2961
2026-07-15T10:39:45.414,135321,18.6312,0.271,0.3236,0.2993
2026-07-15T10:39:45.567,135474,18.2684,0.2715,0.3208,0.3007
2026-07-15T10:39:45.720,135627,18.2314,0.2719,0.3204,0.2961
2026-07-15T10:39:45.873,135780,18.224,0.2724,0.3204,0.2989
2026-07-15T10:39:46.026,135933,18.2547,0.2719,0.3268,0.297
2026-07-15T10:39:46.179,136086,18.1706,0.2715,0.3217,0.2984
2026-07-15T10:39:46.332,136239,18.1902,0.2683,0.3222,0.2975
2026-07-15T10:39:46.485,136392,19.0151,0.2536,0.3222,0.2948
2026-07-15T10:39:46.638,136545,19.9972,0.2715,0.324,0.297
2026-07-15T10:39:46.791,136698,19.9026,0.2715,0.324,0.2925
2026-07-15T10:39:46.944,136851,19.8112,0.2235,0.3231,0.2989
2026-07-15T10:39:47.097,137004,18.7363,0.2715,0.3181,0.297
2026-07-15T10:39:47.250,137157,18.2327,0.2696,0.3236,0.298
2026-07-15T10:39:47.403,137310,18.198,0.2683,0.3208,0.3002
2026-07-15T10:39:47.556,137463,19.3391,0.2683,0.3185,0.2998
2026-07-15T10:39:47.709,137616,19.9972,0.2733,0.3231,0.2975
2026-07-15T10:39:47.862,137769,19.5557,0.2116,0.3236,0.2957
2026-07-15T10:39:48.015,137922,18.2199,0.2733,0.3245,0.297
2026-07-15T10:39:48.168,138075,18.2711,0.2733,0.3222,0.3016
2026-07-15T10:39:48.321,138228,18.7688,0.2742,0.319,0.2984
2026-07-15T10:39:48.474,138381,33.5884,0.2801,0.2966,0.3016
2026-07-15T10:39:48.627,138534,31.4299,0.2152,0.3295,0.3062
2026-07-15T10:39:48.780,138687,31.2923,0.1915,0.3327,0.2491
2026-07-15T10:39:48.933,138840,31.4866,0.2806,0.2769,0.3048
2026-07-15T10:39:49.086,138993,31.301,0.2066,0.3286,0.3085
2026-07-15T10:39:49.239,139146,31.3645,0.191,0.3322,0.239
2026-07-15T10:39:49.392,139299,31.3659,0.282,0.2605,0.3012
2026-07-15T10:39:49.545,139452,22.8735,0.271,0.3208,0.297
2026-07-15T10:39:49.698,139605,16.5975,0.2692,0.319,0.298
2026-07-15T10:39:49.851,139758,19.5809,0.2696,0.3199,0.2961
2026-07-15T10:39:50.004,139911,19.8816,0.2495,0.3226,0.2989
2026-07-15T10:39:50.157,140064,19.5407,0.2724,0.3222,0.2952
2026-07-15T10:39:50.310,140217,18.1244,0.2733,0.3236,0.2998
2026-07-15T10:39:50.463,140370,19.8153,0.2331,0.3217,0.2989
2026-07-15T10:39:50.616,140523,20.0,0.2705,0.3249,0.2948
2026-07-15T10:39:50.769,140676,18.1363,0.2724,0.3258,0.2957
2026-07-15T10:39:50.922,140829,18.2172,0.271,0.3226,0.2961
2026-07-15T10:39:51.075,140982,18.1665,0.2724,0.3204,0.2952
2026-07-15T10:39:51.228,141135,18.1404,0.2733,0.3249,0.2989
2026-07-15T10:39:51.381,141288,20.0269,0.2079,0.3236,0.2966
2026-07-15T10:39:51.534,141441,19.8921,0.2705,0.3208,0.2961
2026-07-15T10:39:51.687,141594,19.9917,0.271,0.3222,0.2966
2026-07-15T10:39:51.840,141747,18.4338,0.2715,0.3222,0.3002
2026-07-15T10:39:51.993,141900,18.2007,0.2696,0.3199,0.2993
2026-07-15T10:39:52.145,142053,19.8386,0.2701,0.3208,0.2989
2026-07-15T10:39:52.299,142206,20.4135,0.2047,0.3231,0.2975
2026-07-15T10:39:52.452,142359,20.7394,0.2751,0.3231,0.3002
2026-07-15T10:39:52.604,142512,19.3652,0.2715,0.3217,0.2989
2026-07-15T10:39:52.758,142665,18.5901,0.271,0.3194,0.297
2026-07-15T10:39:52.911,142818,39.0381,0.2006,0.3199,0.2358
2026-07-15T10:39:53.064,142971,41.9263,0.1997,0.2619,0.2248
2026-07-15T10:39:53.217,143124,41.9934,0.2093,0.2509,0.2948
2026-07-15T10:39:53.370,143277,39.3404,0.1942,0.3149,0.2331
2026-07-15T10:39:53.523,143430,42.1935,0.2066,0.2559,0.2235
2026-07-15T10:39:53.676,143583,41.979,0.207,0.2504,0.2966
2026-07-15T10:39:53.829,143736,42.6472,0.1979,0.3213,0.2349
2026-07-15T10:39:53.982,143889,42.9904,0.2066,0.2568,0.223
2026-07-15T10:39:54.135,144042,43.0694,0.2066,0.2459,0.2993
2026-07-15T10:39:54.288,144195,41.937,0.1947,0.3204,0.2335
2026-07-15T10:39:54.441,144348,42.8565,0.2102,0.2591,0.2952
2026-07-15T10:39:54.594,144501,43.2294,0.207,0.2486,0.2349
2026-07-15T10:39:54.747,144654,42.4726,0.1938,0.2587,0.2294
2026-07-15T10:39:54.900,144807,42.8533,0.2098,0.2513,0.2961
2026-07-15T10:39:55.053,144960,42.1207,0.2047,0.3194,0.239
2026-07-15T10:39:55.205,145113,33.9587,0.1956,0.266,0.2312
2026-07-15T10:39:55.358,145266,21.361,0.207,0.3236,0.2957
2026-07-15T10:39:55.512,145419,18.333,0.2705,0.3231,0.3016
2026-07-15T10:39:55.665,145572,18.0507,0.2742,0.3231,0.3002
2026-07-15T10:39:55.818,145725,15.8444,0.2683,0.3231,0.2975
2026-07-15T10:39:55.970,145878,20.0767,0.2719,0.3217,0.2984
2026-07-15T10:39:56.123,146031,20.0543,0.2719,0.3217,0.2957
2026-07-15T10:39:56.277,146184,17.9946,0.2737,0.3245,0.2957
2026-07-15T10:39:56.430,146337,19.9012,0.2747,0.3226,0.2975
2026-07-15T10:39:56.583,146490,20.1233,0.2646,0.3231,0.3002
2026-07-15T10:39:56.736,146643,20.127,0.213,0.3254,0.2984
2026-07-15T10:39:56.889,146796,20.1978,0.2715,0.3204,0.2966
2026-07-15T10:39:57.042,146949,32.9088,0.2038,0.3254,0.3016
2026-07-15T10:39:57.195,147102,30.759,0.1938,0.3277,0.2308
2026-07-15T10:39:57.348,147255,30.4336,0.2783,0.2532,0.3007
2026-07-15T10:39:57.500,147408,30.3253,0.1929,0.3236,0.3062
2026-07-15T10:39:57.653,147561,30.5351,0.197,0.33,0.228
2026-07-15T10:39:57.807,147714,30.8472,0.271,0.2495,0.3012
2026-07-15T10:39:57.960,147867,30.781,0.1961,0.329,0.3039
2026-07-15T10:39:58.113,148020,31.1749,0.2002,0.329,0.223
2026-07-15T10:39:58.265,148173,33.1455,0.2408,0.2472,0.3007
2026-07-15T10:39:58.419,148326,42.2265,0.2107,0.2445,0.2194
2026-07-15T10:39:58.571,148479,45.2545,0.2253,0.2454,0.2216
2026-07-15T10:39:58.724,148632,48.2825,0.2267,0.2491,0.2221
2026-07-15T10:39:58.877,148785,51.3105,0.2244,0.244,0.2226
2026-07-15T10:39:59.031,148938,54.3385,0.229,0.2463,0.2239
2026-07-15T10:39:59.183,149091,57.3665,0.2308,0.2532,0.2198
2026-07-15T10:39:59.336,149244,60.3945,0.229,0.2491,0.2189
2026-07-15T10:39:59.490,149397,63.4225,0.2331,0.2545,0.2221
2026-07-15T10:39:59.643,149550,66.4505,0.2331,0.2486,0.2216
2026-07-15T10:39:59.796,149703,69.4785,0.2308,0.2491,0.2239
2026-07-15T10:39:59.949,149856,72.5065,0.2294,0.2518,0.2216
2026-07-15T10:40:00.101,150009,75.5345,0.2344,0.2495,0.2226
2026-07-15T10:40:00.255,150162,78.5625,0.2303,0.2536,0.2226
2026-07-15T10:40:00.408,150315,81.5905,0.2335,0.2491,0.2248
2026-07-15T10:40:00.560,150468,84.6185,0.2326,0.2518,0.2212
2026-07-15T10:40:00.713,150621,87.6465,0.2299,0.2536,0.2267
2026-07-15T10:40:00.866,150774,90.6745,0.2331,0.2527,0.2212
2026-07-15T10:40:01.019,150927,93.7025,0.234,0.2513,0.2248
2026-07-15T10:40:01.173,151080,96.7305,0.2308,0.2495,0.2221
2026-07-15T10:40:01.325,151233,99.7585,0.2303,0.2495,0.2239
2026-07-15T10:40:01.478,151386,102.7865,0.2331,0.2504,0.2221
2026-07-15T10:40:01.632,151539,105.8145,0.2326,0.2509,0.2194
2026-07-15T10:40:01.785,151692,108.8425,0.2322,0.2495,0.2226
2026-07-15T10:40:01.938,151845,108.8425,0.2312,0.2555,0.2203
2026-07-15T10:40:02.090,151998,78.893,0.2079,0.3108,0.2207
2026-07-15T10:40:02.244,152151,75.865,0.2267,0.245,0.3012
2026-07-15T10:40:02.397,152304,72.837,0.1951,0.3295,0.2779
2026-07-15T10:40:02.550,152457,69.809,0.2788,0.303,0.3039
2026-07-15T10:40:02.702,152610,66.781,0.2175,0.2445,0.3057
2026-07-15T10:40:02.855,152763,63.753,0.1924,0.33,0.2555
2026-07-15T10:40:03.009,152916,60.725,0.2792,0.2797,0.3025
2026-07-15T10:40:03.162,153069,57.697,0.2166,0.3268,0.3071
2026-07-15T10:40:03.315,153222,54.669,0.1901,0.3322,0.2413
2026-07-15T10:40:03.468,153375,51.641,0.2843,0.2628,0.2998
2026-07-15T10:40:03.621,153528,48.613,0.202,0.3226,0.3071
2026-07-15T10:40:03.774,153681,45.585,0.1878,0.3295,0.2212
2026-07-15T10:40:03.927,153834,42.557,0.2843,0.2381,0.3039
2026-07-15T10:40:04.080,153987,39.529,0.1897,0.3258,0.3066
2026-07-15T10:40:04.233,154140,36.501,0.2728,0.3341,0.2148
2026-07-15T10:40:04.385,154293,33.473,0.282,0.2354,0.2975
2026-07-15T10:40:04.538,154446,31.6926,0.1846,0.3236,0.3126
2026-07-15T10:40:04.691,154599,31.5131,0.2783,0.3309,0.2162
2026-07-15T10:40:04.845,154752,31.5968,0.2861,0.2381,0.3007
2026-07-15T10:40:04.998,154905,32.1133,0.1837,0.3258,0.3053
2026-07-15T10:40:05.151,155058,32.9574,0.2774,0.3322,0.2134
2026-07-15T10:40:05.303,155211,33.1594,0.2865,0.2386,0.3039
2026-07-15T10:40:05.457,155364,32.3542,0.1855,0.3254,0.2875
2026-07-15T10:40:05.610,155517,31.7582,0.2788,0.3153,0.2952
2026-07-15T10:40:05.762,155670,31.7436,0.2705,0.2358,0.3044
2026-07-15T10:40:05.915,155823,31.6312,0.1837,0.3286,0.2445
2026-07-15T10:40:06.069,155976,31.3318,0.2779,0.2673,0.2966
2026-07-15T10:40:06.221,156129,31.3172,0.244,0.3236,0.3053
2026-07-15T10:40:06.374,156282,31.2957,0.1842,0.3332,0.2244
2026-07-15T10:40:06.527,156435,31.1797,0.2815,0.2463,0.2998
2026-07-15T10:40:06.681,156588,31.2089,0.2029,0.3208,0.3066
2026-07-15T10:40:06.834,156741,31.2491,0.1819,0.3332,0.2134
2026-07-15T10:40:06.987,156894,31.219,0.2843,0.2395,0.2989
2026-07-15T10:40:07.140,157047,31.2094,0.1842,0.3231,0.308
2026-07-15T10:40:07.292,157200,31.1367,0.2719,0.3341,0.2107
2026-07-15T10:40:07.446,157353,31.2336,0.2815,0.2363,0.2993
2026-07-15T10:40:07.598,157506,31.1582,0.1828,0.3222,0.3085
2026-07-15T10:40:07.752,157659,31.1568,0.2765,0.335,0.2134
2026-07-15T10:40:07.904,157812,31.1408,0.2861,0.2381,0.3002
2026-07-15T10:40:08.058,157965,31.3337,0.1833,0.3286,0.3053
2026-07-15T10:40:08.211,158118,31.426,0.2769,0.3332,0.2098
2026-07-15T10:40:08.363,158271,31.2967,0.2792,0.2381,0.3016
2026-07-15T10:40:08.516,158424,31.1532,0.181,0.329,0.3034
2026-07-15T10:40:08.669,158577,30.252,0.2801,0.3268,0.2084
2026-07-15T10:40:08.822,158730,29.9019,0.2824,0.2372,0.303
2026-07-15T10:40:08.975,158883,29.9024,0.181,0.3295,0.2733
2026-07-15T10:40:09.128,159036,30.6121,0.2801,0.3066,0.3007
2026-07-15T10:40:09.281,159189,31.3428,0.2641,0.3263,0.303
2026-07-15T10:40:09.434,159342,31.6454,0.1855,0.3322,0.2523
2026-07-15T10:40:09.587,159495,32.1581,0.2801,0.2779,0.3002
2026-07-15T10:40:09.741,159648,32.4113,0.2303,0.3222,0.3076
2026-07-15T10:40:09.893,159801,32.4629,0.1819,0.3332,0.2248
2026-07-15T10:40:10.046,159954,32.5932,0.2815,0.245,0.3007
2026-07-15T10:40:10.199,160107,32.4378,0.2025,0.3268,0.3048
2026-07-15T10:40:10.352,160260,31.1308,0.1878,0.3313,0.212
2026-07-15T10:40:10.505,160413,30.6596,0.2856,0.2372,0.3012
2026-07-15T10:40:10.658,160566,31.4018,0.1869,0.3245,0.3062
2026-07-15T10:40:10.811,160719,32.181,0.1878,0.3313,0.2116
2026-07-15T10:40:10.964,160872,31.9387,0.2833,0.2363,0.2993
2026-07-15T10:40:11.117,161025,31.2967,0.1823,0.3263,0.3066
2026-07-15T10:40:11.270,161178,31.468,0.276,0.3364,0.2111
2026-07-15T10:40:11.423,161331,32.26,0.2856,0.239,0.3002
2026-07-15T10:40:11.576,161484,32.5287,0.1846,0.3272,0.3103
2026-07-15T10:40:11.729,161637,32.4625,0.2769,0.3327,0.2148
2026-07-15T10:40:11.882,161790,32.5466,0.2829,0.2399,0.3021
2026-07-15T10:40:12.035,161943,35.7341,0.2011,0.3286,0.3007
2026-07-15T10:40:12.188,162096,33.4016,0.2788,0.3281,0.2125
2026-07-15T10:40:12.341,162249,33.9678,0.2559,0.2381,0.3021
2026-07-15T10:40:12.494,162402,33.8412,0.1869,0.3304,0.2875
2026-07-15T10:40:12.647,162555,33.7073,0.2788,0.3108,0.2957
2026-07-15T10:40:12.800,162708,34.2996,0.2372,0.3272,0.3053
2026-07-15T10:40:12.953,162861,34.8466,0.1851,0.3313,0.2527
2026-07-15T10:40:13.106,163014,34.5478,0.2815,0.2829,0.3016
2026-07-15T10:40:13.259,163167,34.0981,0.218,0.3272,0.3094
2026-07-15T10:40:13.412,163320,34.4582,0.186,0.3272,0.2331
2026-07-15T10:40:13.565,163473,35.9576,0.2815,0.2577,0.3025
2026-07-15T10:40:13.718,163626,35.7995,0.2034,0.3258,0.3089
2026-07-15T10:40:13.871,163779,35.6153,0.1924,0.3304,0.2235
2026-07-15T10:40:14.024,163932,36.0504,0.2829,0.2486,0.303
2026-07-15T10:40:14.177,164085,35.847,0.1919,0.3313,0.3108
2026-07-15T10:40:14.330,164238,34.0341,0.191,0.3281,0.2171
2026-07-15T10:40:14.483,164391,33.61,0.2861,0.2367,0.3016
2026-07-15T10:40:14.636,164544,33.243,0.1865,0.3245,0.308
2026-07-15T10:40:14.789,164697,32.1453,0.2765,0.3354,0.2098
2026-07-15T10:40:14.942,164850,31.532,0.2847,0.2372,0.3012
2026-07-15T10:40:15.095,165003,37.3848,0.2788,0.2582,0.3044
2026-07-15T10:40:15.248,165156,37.1929,0.2057,0.3268,0.303
2026-07-15T10:40:15.401,165309,37.8404,0.191,0.3309,0.2271
2026-07-15T10:40:15.554,165462,37.8839,0.2724,0.2564,0.3007
2026-07-15T10:40:15.707,165615,36.915,0.1892,0.3213,0.3094
2026-07-15T10:40:15.860,165768,37.0512,0.1933,0.3295,0.2134
2026-07-15T10:40:16.013,165921,37.8194,0.2824,0.2381,0.2943
2026-07-15T10:40:16.166,166074,39.2475,0.1851,0.3272,0.3057
2026-07-15T10:40:16.319,166227,40.3969,0.282,0.3341,0.2148
2026-07-15T10:40:16.472,166380,40.8123,0.2847,0.2418,0.3044
2026-07-15T10:40:16.625,166533,40.9458,0.1846,0.3268,0.3021
2026-07-15T10:40:16.778,166686,40.7419,0.2747,0.329,0.2166
2026-07-15T10:40:16.931,166839,40.8749,0.2783,0.2395,0.2993
2026-07-15T10:40:17.084,166992,40.9709,0.1833,0.329,0.2801
2026-07-15T10:40:17.237,167145,48.085,0.2783,0.2943,0.2111
2026-07-15T10:40:17.390,167298,41.6865,0.2545,0.239,0.3044
2026-07-15T10:40:17.543,167451,42.0251,0.1823,0.3322,0.2491
2026-07-15T10:40:17.696,167604,42.1956,0.2865,0.2783,0.2098
2026-07-15T10:40:17.849,167757,42.4579,0.2294,0.239,0.3112
2026-07-15T10:40:18.002,167910,42.318,0.1869,0.33,0.223
2026-07-15T10:40:18.155,168063,39.8914,0.2797,0.2545,0.2948
2026-07-15T10:40:18.308,168216,36.139,0.1974,0.3272,0.3053
2026-07-15T10:40:18.461,168369,36.6631,0.1919,0.3295,0.2312
2026-07-15T10:40:18.614,168522,38.0186,0.2801,0.2459,0.3016
2026-07-15T10:40:18.767,168675,38.8247,0.1919,0.3245,0.3048
2026-07-15T10:40:18.919,168828,41.3908,0.1924,0.3341,0.213
2026-07-15T10:40:19.073,168981,43.8261,0.2838,0.2367,0.298
